Marca temporal,Dirección de correo electrónico,Sede,Ubicación,Sub-Ubicación,Nombre del articulo,Foto actual del articulo,Tipo de elemento,Serie,estado,Disponible para su uso,Descripción,Cantidad,Valor unitario,Observaciones,Fecha,Nombre de quien realiza el proceso,Nombre de testigos,Observaciones,Aulas de clases,Articulo del aula de clases,Aulas de tecnología,Articulo del aula de tecnología,Aulas de informática,Articulo del aula de informática,Aulas de música,Articulo del aula de música,Aulas múltiples,Articulo del Aula múltiple,Bibliotecas,Articulo de la Biblioteca,Laboratorios de Física,Articulo del Laboratorio de Física,Laboratorios de Química,Articulo del Laboratorio de Química,Oficinas,Articulo de la Oficina,Codigo contable,Vida util [años],Valor total,Imagen,Edit Url,Etiqueta,Cards,Color,timestampTemp
4/3/2019 9:25:46,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=17O5NIfO1vXqBMMILhUB4KeqhCS6jqCAd,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 024,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1324,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=17O5NIfO1vXqBMMILhUB4KeqhCS6jqCAd,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudPMIBM2CMveCF7sJYJW9i_ki1z68eeoOaP_K-wJ2G4XXKnmSFVcL0Rbxq3jFrw4ZQ,https://drive.google.com/a/denzilescolar.edu.co/file/d/1nFfUQStiNBtHxriLgYrqq2kYEIFW4u5B/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:26:44,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Tablero,https://drive.google.com/open?id=15lyCpxTlb4FftDNWMeEZJfdOksHdJqqV,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1325,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=15lyCpxTlb4FftDNWMeEZJfdOksHdJqqV,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueGkR4tK2YuLLD5SMAuzyTXyPb0BKUN5c3Ox-f97suKMGBtib5sGkuenAMjedfwmdc,https://drive.google.com/a/denzilescolar.edu.co/file/d/1oB_1c7kUA6sYDMaQuMYUY_EKH5I1uvxZ/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:28:15,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Escritorio,https://drive.google.com/open?id=17eCjHBbjVUmiz4_esS4vZuKv05OmSuPp,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 024,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1326,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=17eCjHBbjVUmiz4_esS4vZuKv05OmSuPp,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueL5AgO2OtY_UWg6tpNwPtlM-ELTgGXStOJre7JLj1XlYDbNIZjG5leJmWGesk8W18,https://drive.google.com/a/denzilescolar.edu.co/file/d/10pmuAkYLSeJF0wV2WvAmWFYvL4qyRAmM/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:29:34,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Lámpara,https://drive.google.com/open?id=1IZ1MCpBGdUPtt1pQ4fpplpCkBrZPnfpA,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 024,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1327,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1IZ1MCpBGdUPtt1pQ4fpplpCkBrZPnfpA,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuc_vuh3XmyRA2O1FSPlFZb4jZYCllOIgXfQ2CGkdf97MV53gz98-Ov6UkVX67DR8wQ,https://drive.google.com/a/denzilescolar.edu.co/file/d/1ntH9wqgUMW1tmOnp3FhQ4N1nqr5L01FL/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:29:47,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1eJ6ZWz7JKql7prLyVkTrsQwaMDuWRPeB,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1328,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1eJ6ZWz7JKql7prLyVkTrsQwaMDuWRPeB,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucI18FO1clzjhveCx3hSL8khpwr0cURZC2QQZV9ReYHRMMlENf0quJOUhWLASjtq3A,https://drive.google.com/a/denzilescolar.edu.co/file/d/1tVV68G9_jxtlj6oagVvY54n31lznkh-M/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:31:12,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Lámpara,https://drive.google.com/open?id=1A7hnYWWUDHte2ny7u5ltgwlH3ZZwncT6,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 024,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1329,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1A7hnYWWUDHte2ny7u5ltgwlH3ZZwncT6,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudVFfFXXYThTEsPeGqdrEZdbAxAW208Mw_TAlI3DlHZVLGP0Y5FZdPG5G6XNmBj0ao,https://drive.google.com/a/denzilescolar.edu.co/file/d/1If8Y4ZL5gP3iQU2mejYH62d-8CY84Myg/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:31:22,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1jLgCtjoxchZOkr-GGTSsJawi85BV18Bt,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 024,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1330,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1jLgCtjoxchZOkr-GGTSsJawi85BV18Bt,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnue8HCbMX5J4jhKBzJcFsYr_VHYvJCYLlCaoN9kc_B36CRfqPm2nqDVbsHk7bvcY6CA,https://drive.google.com/a/denzilescolar.edu.co/file/d/1fx74CTCm_82zmHsVbRurqIxnWyebH9ih/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:32:29,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1xg5qz1m77gRKiIDxX5RZAnChr6ODNXgQ,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1331,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1xg5qz1m77gRKiIDxX5RZAnChr6ODNXgQ,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucbJMng_nLvkUEb60ac_vlE0YFYSVL65-e4YtCuv3aNqroFtyq5SaN24XaaHZnYLeA,https://drive.google.com/a/denzilescolar.edu.co/file/d/100tgyClJ2_4Bgfms-qqODEwoSNhADiIF/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:32:39,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1Lv2qODRf5byTZ60Q4tHyXpPUkZmvwyek,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 024,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1332,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1Lv2qODRf5byTZ60Q4tHyXpPUkZmvwyek,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufQCQ-vm5bdGmkO5BAxDp9WMZO_Hb2EVSF0XkeDMVD-eC_CZioDyj6BbSATPmwXNCY,https://drive.google.com/a/denzilescolar.edu.co/file/d/1qR4BiwiV0zFROwBvJs5ZXx6G31Uscozt/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:32:43,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1pAb5NJpev8QNw1aN7vHa1XwvaiR8jkyX,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1333,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1pAb5NJpev8QNw1aN7vHa1XwvaiR8jkyX,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueG62OKwB1tb_j3_-53c2vYttLLbScNZu4TI6gxLZmAxJ9zXkmdYcKkFBerCnogXwk,https://drive.google.com/a/denzilescolar.edu.co/file/d/1AvRohWBpd-sdnE1GXWV5QdeQCA_EU-Gq/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:33:10,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Lámpara,https://drive.google.com/open?id=1aQwQ650Jtft4SE5jh0fNdJfDhZ7ChG8v,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 024,Silla con espaldar PLASTICO y con estructura en TUBO metalico,,,,,,,,,,,,,,,,,,,1334,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1aQwQ650Jtft4SE5jh0fNdJfDhZ7ChG8v,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuco5GCOkhjIZ83cHhDAhkbWe0DwUccDlXCMVGm0GcQRSzVzYwr9pbZlksNTQyIhEpM,https://drive.google.com/a/denzilescolar.edu.co/file/d/1GGmT4jhPOKv1SwrodNKzfuM1Y8d_Aytp/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:33:37,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1z7uLTOsQiLnBIEDOzBhKZIxpctjFHD2f,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1335,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1z7uLTOsQiLnBIEDOzBhKZIxpctjFHD2f,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufW3lihsSI01BgTP_MDQvz501oCflMhSVTnjxXz4o2ezyPcSlJ5O4BHxpjML69jwUU,https://drive.google.com/a/denzilescolar.edu.co/file/d/1UkUW11JVZQLVmb6QJaX4pQgX2zD6baE9/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:33:51,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1VEBR3AZFNdnyqifwzwU5E4LMdoPa_j8r,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1336,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1VEBR3AZFNdnyqifwzwU5E4LMdoPa_j8r,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufiir60QNf3P502zNVcob6mr6u3mMlFELz4rTPusR4IoAGmFxoipb-sAAiFb20C_-U,https://drive.google.com/a/denzilescolar.edu.co/file/d/1eZYtNVD7vYYQ7-sU79Wv-Jgn8zSY1u8u/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:33:57,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1D7hf1BvuG6e3DZBZomR7WhwEsmdJd82K,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 023,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1337,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1D7hf1BvuG6e3DZBZomR7WhwEsmdJd82K,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufvsTt8hwAUVs3LAm0xIlYePc0-FIzhcpOnwGLTb9msi1QkoeMU86LLVp7aJVQ2xS8,https://drive.google.com/a/denzilescolar.edu.co/file/d/1Q7XSjNNgc1-eNjOP7cP0y_uWw2Blx4pJ/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:34:35,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=10buEpHCiH_UtuEwjN3_qum8saGeDhK8Y,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,Tablero,,,,,,,,,,,,,,,,,,,1339,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=10buEpHCiH_UtuEwjN3_qum8saGeDhK8Y,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudkV5N-5qbaI45qfJ8fyaCz7Z6kq-iyVacY36amO_X1kdPkXRdp4SSowa9tqnVnI1M,https://drive.google.com/a/denzilescolar.edu.co/file/d/10dSesMYCHD4cUW4eO06tcH7r3JxYtPhJ/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:34:45,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1ZaA-qc5rKYylJhLnoKj8PjA_6rz35fL3,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,Escritorio,,,,,,,,,,,,,,,,,,,1340,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1ZaA-qc5rKYylJhLnoKj8PjA_6rz35fL3,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufEhecQUyPTk9uM_P6iqUL3B7De4q3jHqEbsdnY3z8nhcKupM8vNym6LDZNoxQcWbw,https://drive.google.com/a/denzilescolar.edu.co/file/d/1A2P9SCinkRcRbx0sKOWL-JA2tQhAAaDe/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:35:07,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1tUyPjYUIBz7tOTT_ANx8_yCPXNE3Q1qm,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,Lámpara,,,,,,,,,,,,,,,,,,,1341,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1tUyPjYUIBz7tOTT_ANx8_yCPXNE3Q1qm,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufQ-Q_as8-PfId3XvVNMXJLMEEUAuqG51dqflgf3dBz6uNw6L1BvfPnHiScLbZCpYI,https://drive.google.com/a/denzilescolar.edu.co/file/d/1NkjykoSqASVyHK0c5IcshKdoh3muo9x5/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:35:18,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Lámpara,https://drive.google.com/open?id=1sVKW_l3BFCuoBHO3ImovmpIhAaZC3sDd,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1342,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1sVKW_l3BFCuoBHO3ImovmpIhAaZC3sDd,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuf-t8Q2qaqWAPJY6dGmj6qF4eK3QNILeTVRQ2dh6O8nzzvnOMJFAMGAgjox_psJkhU,https://drive.google.com/a/denzilescolar.edu.co/file/d/1PsjxBScb42fzpHyXNvQjlY8jxxy25ggt/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:35:30,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=15LdXNiIVRFVTxY0KxviSgAB6SLW21cWw,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,Lámpara,,,,,,,,,,,,,,,,,,,1343,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=15LdXNiIVRFVTxY0KxviSgAB6SLW21cWw,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudiQ0tODhjbpNvsar4Ivl9lCrpzQBO8S--mg0Mi2kd0XTi8gfzfvvnj3ZYMnMbYur8,https://drive.google.com/a/denzilescolar.edu.co/file/d/1FRK-aRJAH2yxg3nrE6RDXy-46RgO0Nhw/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:35:57,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1x4JvIt0OsVLbCrCSi8JH7eWgstchopA8,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1344,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1x4JvIt0OsVLbCrCSi8JH7eWgstchopA8,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudi_C20rrKv6Tkz3Dp0O2C5-RIA_m1TY6xFNENiKFGaVJpzVWQaRDlhsZWeJT2bxLk,https://drive.google.com/a/denzilescolar.edu.co/file/d/12A9sWnQcxqtBHpL2BemFkt_lLG3vHWdr/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:36:01,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1lW4h-9t6DmOV1D8zMb4JbwplTzs3TP-C,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1345,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1lW4h-9t6DmOV1D8zMb4JbwplTzs3TP-C,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufvjzV7O-wtpOPI6sSKNdczqztecRrNmgzAMR6CryPquoiWoWKEAU2NtaQqZaJkXMY,https://drive.google.com/a/denzilescolar.edu.co/file/d/1OLAbdr6lxkksPNMoH_z18ymrqtNhmbwH/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:36:17,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1eZmxzliuInFyRZJtZKtxkf6N4tlTYdkQ,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1346,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1eZmxzliuInFyRZJtZKtxkf6N4tlTYdkQ,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufJyv5M5KP1GeHkvJdmiHXmLBXUeu3E1SvUN-6b5AeOyCM1fYZlFRP0zB8_3r0ZOBE,https://drive.google.com/a/denzilescolar.edu.co/file/d/1JQozlCYILx4j6p-OBb6PkYUUj0w32rr_/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:36:31,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1QlfOE5MtViJvr9PfiMP2ZEoHTGvFRwyu,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1347,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1QlfOE5MtViJvr9PfiMP2ZEoHTGvFRwyu,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufm7_1je8PEpWUxm7Hpu4_cz1ODqC_hDZtzOXcKiSOHZyK3Z6R3y-93LyOiQRHVnnM,https://drive.google.com/a/denzilescolar.edu.co/file/d/12yZh0qVeRQ6jDVmwo6x6Y32yu6cNATlP/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:36:55,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,Lámpara,https://drive.google.com/open?id=1iguL9YFItk2BMAvdCPLr-AbBZZiiGad5,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 025,Lámpara,,,,,,,,,,,,,,,,,,,1348,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1iguL9YFItk2BMAvdCPLr-AbBZZiiGad5,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuez2oKSI9zbd3WmYDtpHDQdzBg0WR3J9DLCzyzztgxY7CV8tWG2GixH5MRPmWog0ck,https://drive.google.com/a/denzilescolar.edu.co/file/d/1alFqNeMkMrzmgryiBTDMZacmJoDaW0vH/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:37:07,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=14bQneE1EHmsXiom5exc2rvmcvTkzzs8H,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1349,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=14bQneE1EHmsXiom5exc2rvmcvTkzzs8H,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueYcouj5lVXMgmmDN7meLmvKYCsArvwtvysdLbq6y3d1bYruWdqiFkN1M29zsQOQv4,https://drive.google.com/a/denzilescolar.edu.co/file/d/1QoUM434gKoYkuLQXo-6tDslz0wtecoXg/view?usp=drivesdk,,#ffffff,4/3/2019
4/3/2019 9:37:27,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1iIua6JjBZU0j0odmL2G1z10BeYOdUhzq,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1350,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1iIua6JjBZU0j0odmL2G1z10BeYOdUhzq,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucvoc7MA-DHh6FCzsDYheLf5PJbR9uKaE686OVuDcIEr1b32FvMMn_um7aE7vC2ags,,,#ffffff,4/3/2019
5/3/2019 11:10:54,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",https://drive.google.com/open?id=1GB_zZTlxnqS9kagT_0tQ4YXrF6jFw4N1,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 025,"Pupitre con espaldar y brazo PLASTICO, con estructura en TUBO metalico",,,,,,,,,,,,,,,,,,,1352,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1GB_zZTlxnqS9kagT_0tQ4YXrF6jFw4N1,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuf17gedfYdev3lpsWxqzMAgIckwtiYye1XpmzZxWt877-flRYa7O8n2DHMTiohFHhk,,,#ffffff,5/3/2019
